name;email;affiliation
Jue Yang;Jue.Yang@gmail.com;Massachusetts Institute of Technology
Xinrong Li;Xinrong.Li@gmail.com;Massachusetts Institute of Technology
Claudio Bettini;Claudio.Bettini@gmail.com;University of Chicago
Sergio Mascetti;Sergio.Mascetti@gmail.com;ETH Zurich
Xiaoyang Sean Wang;Xiaoyang.Wang@gmail.com;Tsinghua University
Pusheng Zhang;Pusheng.Zhang@gmail.com;Harvard University
Ilya Zaslavsky;Ilya.Zaslavsky@gmail.com;UCL
Christian Böhm;Christian.Böhm@gmail.com;Politecnico di Milano
Damon Grabow;Damon.Grabow@gmail.com;The University of Edinburgh
Yi-Chang Chiu;Yi-Chang.Chiu@gmail.com;University of Pennsylvania
Henry X. Liu;Henry.Liu@gmail.com;The University of Edinburgh
Sumeeta Srinivasan;Sumeeta.Srinivasan@gmail.com;Tsinghua University
Vana Kalogeraki;Vana.Kalogeraki@gmail.com;Tsinghua University
Amir Soheili;Amir.Soheili@gmail.com;Harvard University
Jean Brodeur;Jean.Brodeur@gmail.com;Cornell University
Thierry Badard;Thierry.Badard@gmail.com;The University of Edinburgh
Peter Z. Revesz;Peter.Revesz@gmail.com;National University of Singapore (NUS)
Naren Ramakrishnan;Naren.Ramakrishnan@gmail.com;ETH Zurich
Chris Bailey-Kellogg;Chris.Bailey-Kellogg@gmail.com;Princeton University
George Vosselman;George.Vosselman@gmail.com;Stanford University
David J. Maguire;David.Maguire@gmail.com;University of Chicago
Erik G. Hoel;Erik.Hoel@gmail.com;Massachusetts Institute of Technology
Hyeeun Lim;Hyeeun.Lim@gmail.com;EPFL
Wenwen Li;Wenwen.Li@gmail.com;Tsinghua University
Chaowei Phil Yang;Chaowei.Yang@gmail.com;The University of Edinburgh
Bin Zhou;Bin.Zhou@gmail.com;Politecnico di Milano
Peter Keenan;Peter.Keenan@gmail.com;Harvard University
Aijun Chen;Aijun.Chen@gmail.com;Harvard University
Liping Di;Liping.Di@gmail.com;Yale University
Yaxing Wei;Yaxing.Wei@gmail.com;Peking University
Yuqi Bai;Yuqi.Bai@gmail.com;EPFL
Daniel A. Keim;Daniel.Keim@gmail.com;California Institute of Technology
Benjamin Bustos;Benjamin.Bustos@gmail.com;University of Oxford
Stefan Berchtold;Stefan.Berchtold@gmail.com;Imperial College London
Hans-Peter Kriegel;Hans-Peter.Kriegel@gmail.com;California Institute of Technology
Claude Caron;Claude.Caron@gmail.com;Imperial College London
Daniel Chamberland-Tremblay;Daniel.Chamberland-Tremblay@gmail.com;University of Oxford
Cédric Lapierre;Cédric.Lapierre@gmail.com;ETH Zurich
Pierre Hadaya;Pierre.Hadaya@gmail.com;Yale University
Stéphane Roche;Stéphane.Roche@gmail.com;National University of Singapore (NUS)
Mokhtar Saada;Mokhtar.Saada@gmail.com;University of Oxford
Cindy X. Chen;Cindy.Chen@gmail.com;Politecnico di Milano
Jérôme Théau;Jérôme.Théau@gmail.com;ETH Zurich
Vandana Pursnani Janeja;Vandana.Janeja@gmail.com;Yale University
Xiaopeng Xiong;Xiaopeng.Xiong@gmail.com;Imperial College London
Mohamed F. Mokbel;Mohamed.Mokbel@gmail.com;UCL
Walid G. Aref;Walid.Aref@gmail.com;National University of Singapore (NUS)
John Evans;John.Evans@gmail.com;EPFL
Andrew O. Finley;Andrew.Finley@gmail.com;Stanford University
Sudipto Banerjee;Sudipto.Banerjee@gmail.com;Princeton University
Chandana Gangodagamage;Chandana.Gangodagamage@gmail.com;Imperial College London
Ali Arab;Ali.Arab@gmail.com;Stanford University
Mevin B. Hooten;Mevin.Hooten@gmail.com;Peking University
Christopher K. Wikle;Christopher.Wikle@gmail.com;Massachusetts Institute of Technology
Ronald E. Wilson;Ronald.Wilson@gmail.com;EPFL
Katie M. Filbert;Katie.Filbert@gmail.com;California Institute of Technology
Frederico T. Fonseca;Frederico.Fonseca@gmail.com;Imperial College London
Reynold Cheng;Reynold.Cheng@gmail.com;University of Chicago
Betsy George;Betsy.George@gmail.com;Stanford University
Dale A. Bruns;Dale.Bruns@gmail.com;University of Oxford
Rhett Wilfahrt;Rhett.Wilfahrt@gmail.com;University of Oxford
Sangho Kim;Sangho.Kim@gmail.com;National University of Singapore (NUS)
Nectaria Tryfona;Nectaria.Tryfona@gmail.com;Tsinghua University
Christian S. Jensen;Christian.Jensen@gmail.com;The University of Edinburgh
Vijay Gandhi;Vijay.Gandhi@gmail.com;UCL
Ashok Samal;Ashok.Samal@gmail.com;Yale University
Sharad C. Seth;Sharad.Seth@gmail.com;The University of Edinburgh
Harvey J. Miller;Harvey.Miller@gmail.com;National University of Singapore (NUS)
Peter F. Fisher;Peter.Fisher@gmail.com;UCL
Feifei Li;Feifei.Li@gmail.com;University of Oxford
Marios Hadjieleftheriou;Marios.Hadjieleftheriou@gmail.com;Tsinghua University
George Kollios;George.Kollios@gmail.com;University of Chicago
Dihan Cheng;Dihan.Cheng@gmail.com;Politecnico di Milano
Shang-Hua Teng;Shang-Hua.Teng@gmail.com;National University of Singapore (NUS)
Naijun Zhou;Naijun.Zhou@gmail.com;University of Oxford
Philip Kremer;Philip.Kremer@gmail.com;Cornell University
Grigori Mints;Grigori.Mints@gmail.com;UCL
Rohit Parikh;Rohit.Parikh@gmail.com;Stanford University
Lawrence S. Moss;Lawrence.Moss@gmail.com;Tsinghua University
Chris Steinsvold;Chris.Steinsvold@gmail.com;UCL
Michael B. Smyth;Michael.Smyth@gmail.com;EPFL
Julian Webster;Julian.Webster@gmail.com;Stanford University
Isabelle Bloch;Isabelle.Bloch@gmail.com;UCL
Henk J. A. M. Heijmans;Henk.Heijmans@gmail.com;EPFL
Christian Ronse;Christian.Ronse@gmail.com;National University of Singapore (NUS)
Hajnal Andréka;Hajnal.Andréka@gmail.com;University of Pennsylvania
Judit X. Madarász;Judit.Madarász@gmail.com;University of Cambridge
István Németi;István.Németi@gmail.com;Peking University
Brandon Bennett;Brandon.Bennett@gmail.com;Yale University
Ivo Düntsch;Ivo.Düntsch@gmail.com;Tsinghua University
Steven Vickers;Steven.Vickers@gmail.com;ETH Zurich
Floris Geerts;Floris.Geerts@gmail.com;Cornell University
Bart Kuijpers;Bart.Kuijpers@gmail.com;Imperial College London
Ian Pratt-Hartmann;Ian.Pratt-Hartmann@gmail.com;Cornell University
Marco Aiello 0001;Marco.0001@gmail.com;University of Cambridge
Johan van Benthem;Johan.Benthem@gmail.com;ETH Zurich
Guram Bezhanishvili;Guram.Bezhanishvili@gmail.com;Cornell University
Roman Kontchakov;Roman.Kontchakov@gmail.com;Peking University
Agi Kurucz;Agi.Kurucz@gmail.com;Politecnico di Milano
Frank Wolter;Frank.Wolter@gmail.com;Yale University
Michael Zakharyaschev;Michael.Zakharyaschev@gmail.com;Stanford University
Philippe Balbiani;Philippe.Balbiani@gmail.com;National University of Singapore (NUS)
Valentin Goranko;Valentin.Goranko@gmail.com;Princeton University
Ruaan Kellerman;Ruaan.Kellerman@gmail.com;ETH Zurich
Dimiter Vakarelov;Dimiter.Vakarelov@gmail.com;ETH Zurich
Achille C. Varzi;Achille.Varzi@gmail.com;Imperial College London
Jochen Renz;Jochen.Renz@gmail.com;ETH Zurich
Jessica A. Cardin;Jessica.Cardin@gmail.com;University of Pennsylvania
Werner Van Geit;Werner.Geit@gmail.com;University of Pennsylvania
William Gibson;William.Gibson@gmail.com;Imperial College London
Robin A. A. Ince;Robin.Ince@gmail.com;Princeton University
Simon R. Schultz;Simon.Schultz@gmail.com;University of Oxford
Stefano Panzeri;Stefano.Panzeri@gmail.com;Peking University
Anne Beuter;Anne.Beuter@gmail.com;Princeton University
Hermann Riecke;Hermann.Riecke@gmail.com;Stanford University
Benjamin Scholl;Benjamin.Scholl@gmail.com;Princeton University
Nicholas J. Priebe;Nicholas.Priebe@gmail.com;UCL
Beth Winkelstein;Beth.Winkelstein@gmail.com;ETH Zurich
Nicolas Jaumard;Nicolas.Jaumard@gmail.com;California Institute of Technology
Matthias Bethge;Matthias.Bethge@gmail.com;National University of Singapore (NUS)
Walter Senn;Walter.Senn@gmail.com;University of Cambridge
Jean-Pascal Pfister;Jean-Pascal.Pfister@gmail.com;University of Oxford
Viktor K. Jirsa;Viktor.Jirsa@gmail.com;UCL
David T. J. Liley;David.Liley@gmail.com;Imperial College London
Joana Cabral;Joana.Cabral@gmail.com;National University of Singapore (NUS)
Gustavo Deco;Gustavo.Deco@gmail.com;ETH Zurich
Jonathan D. Moreno;Jonathan.Moreno@gmail.com;University of Pennsylvania
Colleen E. Clancy;Colleen.Clancy@gmail.com;National University of Singapore (NUS)
Ulrik R. Beierholm;Ulrik.Beierholm@gmail.com;University of Cambridge
Axel Hutt;Axel.Hutt@gmail.com;Yale University
Alla Borisyuk;Alla.Borisyuk@gmail.com;Princeton University
István Winkler;István.Winkler@gmail.com;UCL
Susan L. Denham;Susan.Denham@gmail.com;Stanford University
Carles Escera;Carles.Escera@gmail.com;Tsinghua University
Fidel Santamaría;Fidel.Santamaría@gmail.com;Massachusetts Institute of Technology
Toma M. Marinov;Toma.Marinov@gmail.com;University of Chicago
G. Bard Ermentrout;G..Ermentrout@gmail.com;Stanford University
Vincent A. Billock;Vincent.Billock@gmail.com;Princeton University
Wilson Truccolo;Wilson.Truccolo@gmail.com;California Institute of Technology
Sergio Solinas;Sergio.Solinas@gmail.com;University of Cambridge
Stefano Masoli;Stefano.Masoli@gmail.com;Massachusetts Institute of Technology
Sathyaa Subramaniyam;Sathyaa.Subramaniyam@gmail.com;Yale University
Nada Yousif;Nada.Yousif@gmail.com;Yale University
Robert J. Butera;Robert.Butera@gmail.com;Cornell University
Zhe Chen;Zhe.Chen@gmail.com;University of Oxford
Emery N. Brown;Emery.Brown@gmail.com;California Institute of Technology
Qiushi Ren;Qiushi.Ren@gmail.com;Princeton University
Simon M. Danner;Simon.Danner@gmail.com;University of Oxford
Ursula S. Hofstoetter;Ursula.Hofstoetter@gmail.com;University of Pennsylvania
Karen Minassian;Karen.Minassian@gmail.com;Peking University
Matthew Lewis;Matthew.Lewis@gmail.com;University of Pennsylvania
Elisabetta Chicca;Elisabetta.Chicca@gmail.com;Peking University
Michael Schmuker;Michael.Schmuker@gmail.com;ETH Zurich
Martin P. Nawrot;Martin.Nawrot@gmail.com;Yale University
Thomas Nowotny;Thomas.Nowotny@gmail.com;ETH Zurich
Vincenzo Marra;Vincenzo.Marra@gmail.com;Massachusetts Institute of Technology
Dominique M. Durand;Dominique.Durand@gmail.com;Tsinghua University
William R. Holmes;William.Holmes@gmail.com;The University of Edinburgh
Arthur Leblois;Arthur.Leblois@gmail.com;National University of Singapore (NUS)
Ran Darshan;Ran.Darshan@gmail.com;Peking University
David S. Freedman;David.Freedman@gmail.com;Yale University
Mesut Sahin;Mesut.Sahin@gmail.com;Tsinghua University
Bruce C. Towe;Bruce.Towe@gmail.com;Harvard University
Mohamed N. Abdelghani;Mohamed.Abdelghani@gmail.com;Tsinghua University
James J. Abbas;James.Abbas@gmail.com;The University of Edinburgh
Ranu Jung;Ranu.Jung@gmail.com;Stanford University
Arthur Prochazka;Arthur.Prochazka@gmail.com;UCL
Amitabha Bose;Amitabha.Bose@gmail.com;Harvard University
Farzan Nadim;Farzan.Nadim@gmail.com;National University of Singapore (NUS)
Jos J. Eggermont;Jos.Eggermont@gmail.com;Massachusetts Institute of Technology
Lee E. Fisher;Lee.Fisher@gmail.com;UCL
Hartmut Schmidt;Hartmut.Schmidt@gmail.com;University of Oxford
Dean J. Krusienski;Dean.Krusienski@gmail.com;Cornell University
Thomas J. Anastasio;Thomas.Anastasio@gmail.com;Massachusetts Institute of Technology
Daniele Linaro;Daniele.Linaro@gmail.com;University of Oxford
Michele Giugliano;Michele.Giugliano@gmail.com;ETH Zurich
Roemer van der Meij;Roemer.Meij@gmail.com;University of Oxford
Jan-Mathijs Schoffelen;Jan-Mathijs.Schoffelen@gmail.com;The University of Edinburgh
Bartosz Telenczuk;Bartosz.Telenczuk@gmail.com;Cornell University
Alain Destexhe;Alain.Destexhe@gmail.com;University of Chicago
Scott Lempka;Scott.Lempka@gmail.com;University of Cambridge
André Machado;André.Machado@gmail.com;The University of Edinburgh
Mathew Jones;Mathew.Jones@gmail.com;EPFL
Theodore W. Berger;Theodore.Berger@gmail.com;Princeton University
Giacomo Indiveri;Giacomo.Indiveri@gmail.com;EPFL
Rodney J. Douglas;Rodney.Douglas@gmail.com;Cornell University
Sarah Feldt Muldoon;Sarah.Muldoon@gmail.com;EPFL
Nikos K. Logothetis;Nikos.Logothetis@gmail.com;Massachusetts Institute of Technology
Joseph Graham;Joseph.Graham@gmail.com;UCL
Biyu J. He;Biyu.He@gmail.com;ETH Zurich
Jonathan Rubin;Jonathan.Rubin@gmail.com;Peking University
Hugh R. Wilson;Hugh.Wilson@gmail.com;Princeton University
Israel Nelken;Israel.Nelken@gmail.com;The University of Edinburgh
Karthikeyan Balasubramanian;Karthikeyan.Balasubramanian@gmail.com;University of Oxford
Nicholas G. Hatsopoulos;Nicholas.Hatsopoulos@gmail.com;University of Pennsylvania
A. V. Olifer;A..Olifer@gmail.com;University of Pennsylvania
Americo A. Migliaccio;Americo.Migliaccio@gmail.com;National University of Singapore (NUS)
Yury Gerasimenko;Yury.Gerasimenko@gmail.com;University of Oxford
Victor Reggie Edgerton;Victor.Edgerton@gmail.com;Imperial College London
Matthias H. Hennig;Matthias.Hennig@gmail.com;Peking University
Andrew Davison;Andrew.Davison@gmail.com;University of Oxford
Almut Branner;Almut.Branner@gmail.com;California Institute of Technology
M. Neal Waxham;M..Waxham@gmail.com;ETH Zurich
Margaret S. Cheung;Margaret.Cheung@gmail.com;University of Cambridge
Douglas J. Weber;Douglas.Weber@gmail.com;ETH Zurich
Brian Wodlinger;Brian.Wodlinger@gmail.com;Stanford University
Wei Wang 0037;Wei.0037@gmail.com;Princeton University
Gerald E. Loeb;Gerald.Loeb@gmail.com;Cornell University
Claude Bédard;Claude.Bédard@gmail.com;University of Chicago
Matthew Ward;Matthew.Ward@gmail.com;Yale University
Ingo Bojak;Ingo.Bojak@gmail.com;California Institute of Technology
Chenkai Dai;Chenkai.Dai@gmail.com;Peking University
Charles C. Della Santina;Charles.Santina@gmail.com;University of Oxford
Paul Miller;Paul.Miller@gmail.com;Politecnico di Milano
Mitch Frankel;Mitch.Frankel@gmail.com;Peking University
Brian Hillen;Brian.Hillen@gmail.com;Politecnico di Milano
Angela J. Yu;Angela.Yu@gmail.com;Cornell University
John Morley;John.Morley@gmail.com;UCL
Morven Cameron;Morven.Cameron@gmail.com;Massachusetts Institute of Technology
Enrique A. Lopez-Poveda;Enrique.Lopez-Poveda@gmail.com;Politecnico di Milano
David C. Sterratt;David.Sterratt@gmail.com;Imperial College London
Samuel J. Gershman;Samuel.Gershman@gmail.com;EPFL
Padraig Gleeson;Padraig.Gleeson@gmail.com;Tsinghua University
Angus Silver;Angus.Silver@gmail.com;UCL
Matteo Cantarelli;Matteo.Cantarelli@gmail.com;UCL
Andrew P. Davison;Andrew.Davison@gmail.com;Cornell University
Thomas M. Bartol;Thomas.Bartol@gmail.com;EPFL
Markus Dittrich;Markus.Dittrich@gmail.com;Yale University
James R. Faeder;James.Faeder@gmail.com;University of Oxford
Stephanie R. Jones;Stephanie.Jones@gmail.com;University of Oxford
Jorge J. Riera;Jorge.Riera@gmail.com;Massachusetts Institute of Technology
Guillaume Drion;Guillaume.Drion@gmail.com;Politecnico di Milano
Fabian Philippart;Fabian.Philippart@gmail.com;Princeton University
Rodolphe Sepulchre;Rodolphe.Sepulchre@gmail.com;National University of Singapore (NUS)
Vincent Seutin;Vincent.Seutin@gmail.com;Imperial College London
D. Alistair Steyn-Ross;D..Steyn-Ross@gmail.com;Cornell University
Moira L. Steyn-Ross;Moira.Steyn-Ross@gmail.com;UCL
Jamie W. Sleigh;Jamie.Sleigh@gmail.com;University of Cambridge
Jean-Baptiste Poline;Jean-Baptiste.Poline@gmail.com;University of Chicago
David N. Kennedy;David.Kennedy@gmail.com;National University of Singapore (NUS)
Mark S. Goldman;Mark.Goldman@gmail.com;UCL
Marcus Kaiser;Marcus.Kaiser@gmail.com;University of Pennsylvania
Gaute T. Einevoll;Gaute.Einevoll@gmail.com;National University of Singapore (NUS)
Geir Halnes;Geir.Halnes@gmail.com;Tsinghua University
Addolorata Marasco;Addolorata.Marasco@gmail.com;Massachusetts Institute of Technology
Michele Migliore;Michele.Migliore@gmail.com;EPFL
Louis M. Pecora;Louis.Pecora@gmail.com;Tsinghua University
Thomas L. Carroll;Thomas.Carroll@gmail.com;University of Cambridge
Benjamin Torben-Nielsen;Benjamin.Torben-Nielsen@gmail.com;The University of Edinburgh
Sophie Denève;Sophie.Denève@gmail.com;Stanford University
Vassilis Cutsuridis;Vassilis.Cutsuridis@gmail.com;UCL
Thomas R. Knösche;Thomas.Knösche@gmail.com;Politecnico di Milano
Ian M. Devonshire;Ian.Devonshire@gmail.com;Imperial College London
Ying Zheng;Ying.Zheng@gmail.com;Harvard University
Jason Berwick;Jason.Berwick@gmail.com;Stanford University
Tristan T. Nakagawa;Tristan.Nakagawa@gmail.com;Tsinghua University
Joshua A. Goldberg;Joshua.Goldberg@gmail.com;University of Oxford
Paul Yoo;Paul.Yoo@gmail.com;Massachusetts Institute of Technology
Wolfgang Stein;Wolfgang.Stein@gmail.com;UCL
Alexander Dimitrov;Alexander.Dimitrov@gmail.com;The University of Edinburgh
Daniel T. Gillespie;Daniel.Gillespie@gmail.com;California Institute of Technology
Ari Berkowitz;Ari.Berkowitz@gmail.com;Cornell University
Barbara G. Shinn-Cunningham;Barbara.Shinn-Cunningham@gmail.com;Peking University
Mitchell Roslin;Mitchell.Roslin@gmail.com;Princeton University
Andrew Brownlee;Andrew.Brownlee@gmail.com;EPFL
Sonia Gasparini;Sonia.Gasparini@gmail.com;University of Chicago
Thomas S. McTavish;Thomas.McTavish@gmail.com;University of Pennsylvania
Pawel Andrzej Herman;Pawel.Herman@gmail.com;University of Pennsylvania
Nicholas V. Swindale;Nicholas.Swindale@gmail.com;Cornell University
Frederick A. A. Kingdom;Frederick.Kingdom@gmail.com;University of Oxford
Yoonsuck Choe;Yoonsuck.Choe@gmail.com;ETH Zurich
Iain Hepburn;Iain.Hepburn@gmail.com;Politecnico di Milano
Tomasz G. Smolinski;Tomasz.Smolinski@gmail.com;University of Oxford
James D. Weiland;James.Weiland@gmail.com;University of Oxford
Woodrow Shew;Woodrow.Shew@gmail.com;Princeton University
Robert McPeek;Robert.McPeek@gmail.com;Imperial College London
Ronald M. Harris-Warrick;Ronald.Harris-Warrick@gmail.com;Imperial College London
Gregor Schöner;Gregor.Schöner@gmail.com;The University of Edinburgh
Katie A. Ferguson;Katie.Ferguson@gmail.com;Imperial College London
Frances K. Skinner;Frances.Skinner@gmail.com;UCL
Holger G. Krapp;Holger.Krapp@gmail.com;Politecnico di Milano
Bryan Howell;Bryan.Howell@gmail.com;Politecnico di Milano
Warren M. Grill;Warren.Grill@gmail.com;University of Oxford
Swee T. Aw;Swee.Aw@gmail.com;Tsinghua University
Nicolas Brunel;Nicolas.Brunel@gmail.com;University of Oxford
Vincent Hakim;Vincent.Hakim@gmail.com;National University of Singapore (NUS)
Sharon Crook;Sharon.Crook@gmail.com;University of Oxford
Robert C. Cannon;Robert.Cannon@gmail.com;Politecnico di Milano
Michael Vella;Michael.Vella@gmail.com;University of Oxford
Philipp Schwedhelm;Philipp.Schwedhelm@gmail.com;Peking University
Stefan Treue;Stefan.Treue@gmail.com;Stanford University
Patrick Roberts;Patrick.Roberts@gmail.com;California Institute of Technology
Geoffrey J. Goodhill;Geoffrey.Goodhill@gmail.com;University of Chicago
Markus A. Dahlem;Markus.Dahlem@gmail.com;University of Oxford
Dan F. M. Goodman;Dan.Goodman@gmail.com;EPFL
Romain Brette;Romain.Brette@gmail.com;ETH Zurich
Robert E. Marc;Robert.Marc@gmail.com;EPFL
Yu-Cheng Pei;Yu-Cheng.Pei@gmail.com;Politecnico di Milano
Timothy K. Horiuchi;Timothy.Horiuchi@gmail.com;University of Chicago
Tarek M. Massoud;Tarek.Massoud@gmail.com;National University of Singapore (NUS)
Dong Song;Dong.Song@gmail.com;Harvard University
Sharmila Venugopal;Sharmila.Venugopal@gmail.com;UCL
Sharon E. Norman;Sharon.Norman@gmail.com;Cornell University
Tohru Ozaki;Tohru.Ozaki@gmail.com;University of Chicago
Adam N. Sanborn;Adam.Sanborn@gmail.com;University of Cambridge
Panayiota Poirazi;Panayiota.Poirazi@gmail.com;Harvard University
Eduardo Fernandez;Eduardo.Fernandez@gmail.com;Cornell University
Victor Matveev;Victor.Matveev@gmail.com;Massachusetts Institute of Technology
Shih-Chii Liu;Shih-Chii.Liu@gmail.com;University of Chicago
André van Schaik;André.Schaik@gmail.com;Tsinghua University
Emmanuel A. Michaelides;Emmanuel.Michaelides@gmail.com;Stanford University
D. Michael Ackermann;D..Ackermann@gmail.com;Yale University
Niloy Bhadra;Niloy.Bhadra@gmail.com;Politecnico di Milano
Costas A. Anastassiou;Costas.Anastassiou@gmail.com;California Institute of Technology
Jaerock Kwon;Jaerock.Kwon@gmail.com;The University of Edinburgh
David Mayerich;David.Mayerich@gmail.com;University of Oxford
Louise C. Abbott;Louise.Abbott@gmail.com;University of Cambridge
Sung Soo Kim;Sung.Kim@gmail.com;Harvard University
George L. Gerstein;George.Gerstein@gmail.com;University of Oxford
William W. Lytton;William.Lytton@gmail.com;The University of Edinburgh
Robert A. McDougal;Robert.McDougal@gmail.com;Princeton University
Tommy Yu;Tommy.Yu@gmail.com;ETH Zurich
Randall D. Britten;Randall.Britten@gmail.com;EPFL
David P. Nickerson;David.Nickerson@gmail.com;EPFL
Peter J. Hunter;Peter.Hunter@gmail.com;The University of Edinburgh
Poul M. F. Nielsen;Poul.Nielsen@gmail.com;Massachusetts Institute of Technology
Mario I. Romero-Ortega;Mario.Romero-Ortega@gmail.com;Harvard University
Stuart Edelstein;Stuart.Edelstein@gmail.com;The University of Edinburgh
Adam B. Barrett;Adam.Barrett@gmail.com;Princeton University
Anil K. Seth;Anil.Seth@gmail.com;Politecnico di Milano
Robert Gütig;Robert.Gütig@gmail.com;Massachusetts Institute of Technology
Haim Sompolinsky;Haim.Sompolinsky@gmail.com;ETH Zurich
Kendall Morris;Kendall.Morris@gmail.com;ETH Zurich
Matthew F. Nolan;Matthew.Nolan@gmail.com;University of Chicago
Daniel Pressnitzer;Daniel.Pressnitzer@gmail.com;UCL
Trevor R. Agus;Trevor.Agus@gmail.com;Politecnico di Milano
Clara Suied;Clara.Suied@gmail.com;Massachusetts Institute of Technology
Terrence R. Stanford;Terrence.Stanford@gmail.com;Peking University
Carmen C. Canavier;Carmen.Canavier@gmail.com;University of Oxford
Stephen J. Eglen;Stephen.Eglen@gmail.com;University of Cambridge
Tara Klassen;Tara.Klassen@gmail.com;California Institute of Technology
Tim T. Chen;Tim.Chen@gmail.com;UCL
Quentin J. M. Huys;Quentin.Huys@gmail.com;University of Oxford
Anthony Cruickshank;Anthony.Cruickshank@gmail.com;University of Cambridge
Peggy Seriès;Peggy.Seriès@gmail.com;Princeton University
Robert Cannon;Robert.Cannon@gmail.com;Politecnico di Milano
John Milton;John.Milton@gmail.com;University of Oxford
David Terman;David.Terman@gmail.com;California Institute of Technology
Samuel A. Neymotin;Samuel.Neymotin@gmail.com;Peking University
Zachary Taxin;Zachary.Taxin@gmail.com;Stanford University
Ashutosh Mohan;Ashutosh.Mohan@gmail.com;University of Pennsylvania
Peter Lipton;Peter.Lipton@gmail.com;University of Cambridge
Martin Egelhaaf;Martin.Egelhaaf@gmail.com;National University of Singapore (NUS)
Margaret L. Brandeau;Margaret.Brandeau@gmail.com;Massachusetts Institute of Technology
Vassilios S. Vassiliadis;Vassilios.Vassiliadis@gmail.com;University of Chicago
Raúl Conejeros;Raúl.Conejeros@gmail.com;Stanford University
Theodore B. Trafalis;Theodore.Trafalis@gmail.com;UCL
Suat Kasap;Suat.Kasap@gmail.com;University of Oxford
Leonidas S. Pitsoulis;Leonidas.Pitsoulis@gmail.com;UCL
Sanatan Rai;Sanatan.Rai@gmail.com;Harvard University
George L. Vairaktarakis;George.Vairaktarakis@gmail.com;Harvard University
Panos M. Pardalos;Panos.Pardalos@gmail.com;Princeton University
Kenneth O. Kortanek;Kenneth.Kortanek@gmail.com;Harvard University
Vladimir G. Medvedev;Vladimir.Medvedev@gmail.com;Massachusetts Institute of Technology
Julia L. Higle;Julia.Higle@gmail.com;Peking University
Suvrajeet Sen;Suvrajeet.Sen@gmail.com;Peking University
Alexander Y. Kruger;Alexander.Kruger@gmail.com;Stanford University
George A. Anastassiou;George.Anastassiou@gmail.com;University of Pennsylvania
Anna Nagurney;Anna.Nagurney@gmail.com;Yale University
Søren S. Nielsen;Søren.Nielsen@gmail.com;National University of Singapore (NUS)
Antanas Zilinskas;Antanas.Zilinskas@gmail.com;University of Cambridge
Julius Zilinskas;Julius.Zilinskas@gmail.com;University of Oxford
Raphael T. Haftka;Raphael.Haftka@gmail.com;University of Oxford
Jaroslaw Sobieszczanski-Sobieski;Jaroslaw.Sobieszczanski-Sobieski@gmail.com;ETH Zurich
Marcello Pelillo;Marcello.Pelillo@gmail.com;Imperial College London
Yushan Zhu;Yushan.Zhu@gmail.com;Cornell University
Layne T. Watson;Layne.Watson@gmail.com;University of Pennsylvania
Angelo Lucia;Angelo.Lucia@gmail.com;California Institute of Technology
Georg Ch. Pflug;Georg.Pflug@gmail.com;University of Pennsylvania
Juan M. Zamora;Juan.Zamora@gmail.com;Stanford University
Ignacio E. Grossmann;Ignacio.Grossmann@gmail.com;University of Cambridge
Pierre Hansen;Pierre.Hansen@gmail.com;Peking University
Nenad Mladenovic;Nenad.Mladenovic@gmail.com;Tsinghua University
Chrysanthos E. Gounaris;Chrysanthos.Gounaris@gmail.com;Stanford University
James Wei;James.Wei@gmail.com;ETH Zurich
Christodoulos A. Floudas;Christodoulos.Floudas@gmail.com;Imperial College London
Igor V. Evstigneev;Igor.Evstigneev@gmail.com;Cornell University
Sjur Didrik Flåm;Sjur.Flåm@gmail.com;University of Chicago
Michael M. Kostreva;Michael.Kostreva@gmail.com;Massachusetts Institute of Technology
David Shalloway;David.Shalloway@gmail.com;Yale University
William R. Esposito;William.Esposito@gmail.com;California Institute of Technology
Christian H. Bischof;Christian.Bischof@gmail.com;Stanford University
Zelda B. Zabinsky;Zelda.Zabinsky@gmail.com;Cornell University
Alexander Kaplan;Alexander.Kaplan@gmail.com;Tsinghua University
Rainer Tichatschke;Rainer.Tichatschke@gmail.com;The University of Edinburgh
Anthony V. Fiacco;Anthony.Fiacco@gmail.com;National University of Singapore (NUS)
Yinyu Ye;Yinyu.Ye@gmail.com;California Institute of Technology
Kees Roos;Kees.Roos@gmail.com;Harvard University
Almerico Murli;Almerico.Murli@gmail.com;UCL
Ulrike Leopold-Wildburger;Ulrike.Leopold-Wildburger@gmail.com;ETH Zurich
Otwin Becker;Otwin.Becker@gmail.com;EPFL
Martin Kuehrer;Martin.Kuehrer@gmail.com;California Institute of Technology
B. D. Sivazlian;B..Sivazlian@gmail.com;Harvard University
Ulrich H. E. Hansmann;Ulrich.Hansmann@gmail.com;Princeton University
Kurt M. Anstreicher;Kurt.Anstreicher@gmail.com;EPFL
Siriphong Lawphongpanich;Siriphong.Lawphongpanich@gmail.com;EPFL
Stefan Voß;Stefan.Voß@gmail.com;Princeton University
Constantin Zopounidis;Constantin.Zopounidis@gmail.com;Peking University
Michael Doumpos;Michael.Doumpos@gmail.com;Cornell University
Gregory Gutin;Gregory.Gutin@gmail.com;University of Cambridge
Karl Heinz Borgwardt;Karl.Borgwardt@gmail.com;Imperial College London
Yasutoshi Yajima;Yasutoshi.Yajima@gmail.com;Politecnico di Milano
